N,comment,Year,hour_z_time,an,Language
3570,Soo true!  He must have had ESP,2021-01-25,17,P,en
3571,Obama the most charismatic president in US history. I  miss this guy. President Biden please be the President that your country needs.,2021-01-25,16,P,en
3572,"Nearly an entire presidency given over to mostly empty rhetoric, in-jokes with the lapdog media, increasingly snide asides about &#39;whiteness&#39;, smarmy charm, political correctness, performance and showbusiness... Biden&#39;s will regrettably be more of the same. As for the Goldman Sachs quip -well he and his wife seem to be doing okay for someone on a modest presidential salary isn&#39;t he? Don&#39;t care for Trump or Biden, just wish we could get someone serious in the job.",2021-01-25,14,P,en
3573,Brings tears to my eyes 5 years later...,2021-01-25,12,O,en
3574,"The misty retailer prospectively shelter because capital uniquely trace under a  flippant software. opposite, staking find",2021-01-25,12,P,en
3575,"<a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=20m11s"">20:11</a> what did happen with the face of that woman?",2021-01-25,12,O,en
3576,Don’t drop the soap when u get locked up big Barack,2021-01-25,12,O,en
3577,You and your wife are a beautiful couple. I would like to have a picture of you two to cherish fo the rest of my life,2021-01-25,12,P,en
3578,"Obama out, Orange in.",2021-01-25,11,O,en
3579,"Obama was right, the media gave Trump way too much coverage, they helped create his populist movement.",2021-01-25,10,P,en
3580,Trump&#39;s ego was too fragile to attend.,2021-01-25,10,O,en
3581,"The longing season genetically develop because psychology splenomegaly prevent worth a violent cry. cluttered, wry bottle",2021-01-25,10,N,en
3582,It took several months to fumigate the Oval Office when this marauder slinked out under the door<br>the same way he got in.,2021-01-25,09,O,en
3583,The One and Only Mr President Barack Obama and First Lady Michelle Obama..💕💕💕💕,2021-01-25,09,P,en
3584,Classic Obama as he comes,2021-01-25,08,P,en
3585,"If we knew then what we know now, we&#39;d have stormed the capitol for this man to keep his job. 🤣",2021-01-25,08,O,en
3586,Obama the war god,2021-01-25,07,O,en
3587,Barrack is a real comedian! I love it.,2021-01-25,06,P,en
3588,I was watching ivermectin with Dr Pierre Kory and look who shows up!!! Mr communist,2021-01-25,04,O,en
3589,"Obama, hypocrie, traitor, hater.",2021-01-25,04,O,en
3590,Please come back,2021-01-25,02,O,en
3591,We all will always love him!,2021-01-25,02,P,en
3592,Partisan hack..,2021-01-25,01,O,tl
3593,Loved Obama...thanks for sharing.,2021-01-25,00,P,en
3594,Beautiful showing off good,2021-01-25,00,P,en
3595,Donald Trump is picture hold,2021-01-25,00,O,en
3596,in the end the worst happened,2021-01-25,00,N,en
3597,Hilarious....almost as funny as a drone strike which kills American citizens.,2021-01-25,00,P,en
3598,Pfffttttttt,2021-01-25,00,O,sv
3599,The biggest mistake America made instead of war and stuff is electing Donald Trump ... Obama was probably the funniest kindest president we have had :) but we will see what Biden has instore for us but if not... BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACK BRING OBAMA BACk (edit: I know he might be dead but idc),2021-01-24,23,P,de
3600,He definitely got one of those envelopes,2021-01-24,23,O,en
3601,4 years later he&#39;s no longer with us.  I&#39;M so Glad!,2021-01-24,23,P,en
3602,Little did he know. Or perhaps he suspected what the Conald would do,2021-01-24,23,N,en
3603,Man.. I love that guy..,2021-01-24,23,P,en
3604,"<a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=6m41s"">6:41</a> JADA PINKETT SMITH IN THE BG",2021-01-24,23,O,en
3605,Obama warned us... miss him,2021-01-24,22,O,en
3606,Who&#39;s watching this after Pornhub?,2021-01-24,22,O,en
3607,Every joke hitting the nail like prophecies for America&#39;s future.<br>Trump f***ed up so bad he makes Obama look like Jesus.,2021-01-24,22,N,en
3608,"A week after biden took office, I watched this for the first time. Obama&#39;s first minute of jokes aren&#39;t so funny now... too close to the truth.",2021-01-24,21,P,en
3609,"Love and will always love Obama he was a great president and person period!    Biden is also a gem...a good man and a wonderful leader and human being.     T R U M P,  merely an untrustworthy, lying, self-centered &amp; self-serving J E R K  !      ***NOTE  this has nothing to do with their political parties...just a truthful &amp; honest comparison, evaluation and opinion of these 2 men.",2021-01-24,21,P,en
3610,That&#39;s a real president,2021-01-24,21,P,en
3611,What a racist,2021-01-24,20,O,en
3612,"I have watched this many times - outstanding!  This time, I watched it after seeing a video in which Obama award Biden with the Presidential Medal of Freedom.  Made me think a little - if anyone should receive the PMOF (with Distinction), it should be Barak Obama.",2021-01-24,20,P,en
3613,Biggest clown ever.,2021-01-24,20,O,en
3614,DingleBarryHusseinSoetoroTheForiegnExchangeStudentFromIndonesia out with billions to share with Iran.  First illegal president in US History.,2021-01-24,19,N,en
3615,Obama is the most corrupt expresident we have ever had....he stuck around washington after Hillary lost to shadow Trumps govt and corrupt it with all his criminal buddies so that they could steal back the govt that they all feed off of financialy with their family and friends!!!!!,2021-01-24,19,N,en
3616,"The undesirable butter perplexingly bow because sagittarius conclusively recognise for a repulsive bra. scattered, relieved south america",2021-01-24,18,O,en
3617,Damn  Worst President in our history since Dwight Eisenhower    SO CORRUPT with HILLARY,2021-01-24,18,N,en
3618,Obama: &quot;jokes that white ppl shouldnt make... its a tip for you Joe&quot; 🤣 uh oh,2021-01-24,17,O,en
3619,The mic drop at the end is golden.,2021-01-24,17,P,en
3620,"Biden reestablished slavery in Libya. Biden killed thousands of south americans flopping Op Fast and furious. The war in the middle east that Bush senior made popular and biden/obama admin accelerated is the reason for the muslim ban. Kids in cages started under Biden but when he started it they had no plan on uniting them with parents. BLM protest started under Biden. Biden/Obama has killed over 900 usa citizens with drone strikes, obama said &quot;where was his dad&quot; about a kid.<br><br><br><br>We are BACK IN SYRIA. My military friends are in war training and wont have communication for 2 months. Biden is destroying jobs. Destroying potential new jobs. NEVER ANSWERS QUESTIONS. IS ONLY PESIMISTIC. Ultimately he FUNDED antifa and allowed our beautiful cities to be destroyed. I dreamed of going to portland once. .,&#39;",2021-01-24,16,P,en
3621,45 the worst ever.,2021-01-24,15,N,en
3622,Funniest ever in history,2021-01-24,15,O,en
3623,Gunna miss this President 😢,2021-01-24,14,O,en
3624,The 40k who disliked this are Trump supporters,2021-01-24,13,N,en
3625,then Bernie like w/e @ Bernie&#39;s ilol,2021-01-24,13,O,af
3626,love he mentioned Joe Biden around 10 mins in .......yay go Joe in 2021,2021-01-24,13,P,en
3627,Obama is a an evil man👹<br>He is up to no good....,2021-01-24,13,N,en
3628,Came for the mic ended up watching whole thing.. Whose here again?,2021-01-24,13,P,en
3629,little did they know that Stranger Things were about to happen,2021-01-24,12,N,en
3630,There is nothing funny about selling out the west and filling your pockets,2021-01-24,09,P,en
3631,"The permissible spoon lally camp because vest prenatally chop along a second-hand weather. nine, stingy mail",2021-01-24,08,O,en
3632,Payaso!,2021-01-24,07,O,tl
3633,What the hell happened for the last 4 years? Were those people hypnotized unknowingly? God bless.,2021-01-24,06,O,en
3634,Who else gets emotional when he says “Obama out” 🥺,2021-01-24,05,O,en
3635,This is when the world was so beautiful n kind?!!!!!!,2021-01-24,05,P,en
3636,"My very favorite President! Now Biden is in and it&#39;s going to be another GREAT AMERICA!! IT took 4 years of misery to get us here! BUT HERE WE ARE!! LOVE YOU MR.OBAMA AND PRESIDENT BIDEN! THANK YOU FOR BEING THE MOST CARING, LOVING,LOYAL AND HONEST PRESIDENTS! GOD BLESS YOU!!!",2021-01-24,05,P,en
3637,"To those who never gave a hoot about US Presidency, I am sure you will now that you know the contrast between a great one and an absolutely crappy one. One leaving in great style and grace, while another one with 2 impeachments and absolute disgrace.",2021-01-24,04,P,en
3638,&quot;Jake Tapper left journalism to join CNN.&quot;,2021-01-24,03,O,fi
3639,"could have filled 32 min just roasting trump lol no one liked him then and even less today. and those that voted for him well like the say you are what you eat in this case you are who you vote for,",2021-01-24,04,P,en
3640,Racist 45 cancelled the Tubmans! I hope 46 brings them back,2021-01-24,03,O,en
3641,"When it couldn&#39;t even be conceived of that Trump would actually win.. I don&#39;t know if Hilary would have won a 2nd term, but it wouldn&#39;t have ended in an attempted coup and half a million dead..",2021-01-24,03,P,en
3642,"This show makes clear there is not such difference between deplorable and decent.<br>You had 4 years of trouble. The world 4 years of peace.<br><br>We dont need rocket’s red glare,  and bombs bursting in air, so dont go to other countries , just stay out of there.",2021-01-24,02,N,en
3643,This was a beautiful ending.,2021-01-24,01,P,en
3644,"Watching this is a trip down memory lane. there&#39;s a smart man with humour and the ability to self-reflect. <br><br>The contrast with president 45 couldn&#39;t be bigger... Just another lesson not to vote for a man/woman who can&#39;t laugh about him/herself. For they probably turn out to be narcissistic (wannabe) dictators.<br><br>Hopefully Joe Biden will revive this event. I just can&#39;t wait for his comments on FOX...,",2021-01-24,01,P,en
3645,So much love and respect for president Barack Obama forever 💖<br>I look forward to the president who will top this speech...if im still alive,2021-01-24,01,P,en
